Name,Country,Start year,End year,Proven victims,Possible victims,Notes
Carl Eugene Watts,United States,1974.0,1982.0,14.0,100.0,"Believed to have killed over 80 women in multiple states, in 1982 Watts accepted a plea bargain in Texas in which he would plead guilty to a lesser charge and be granted immunity from murder charges in exchange for providing information on his victims; as a result he confessed to 12 murders and was sentenced to 60 years in prison on the lesser charge. He was sentenced to life imprisonment in separate trials in Michigan in 2004 and 2007, and died of cancer a week after the 2007 sentence was handed down. Watts is now suspected to have killed more than 100 women, which would make him the most prolific serial killer in American history."
Belle Gunness,United States,1884.0,1908.0,14.0,40.0,"Norwegian-born murder-for-profit killer who murdered her suitors and relatives in Indiana. High possibility of committing over 40 murders. May have faked her own death in the fire that destroyed her home in 1908; her children had died of strychnine poisoning before the fire, and the woman's body found next to them was decapitated and, reportedly, smaller than Gunness' own. Ultimate fate unknown."
Philipp Tyurin,Soviet Union,1945.0,1946.0,14.0,29.0,"Known as the ""Leningrad Maniac"" and the ""Hellraiser""; murdered people for monetary reasons at his hut in Leningrad; executed 1947."
Zdzisław Marchwicki,Poland,1964.0,1970.0,14.0,21.0,"Also known as Vampire of Zagłębie. Killed 14 women in 1964–1970 in Poland's region of Dąbrowa Basin. Zdzisław Marchwicki was most likely the man responsible for the killings; however, his guilt remains in dispute. Executed in 1977."
Julio Pérez Silva,Chile,1998.0,2001.0,14.0,19.0,Known as The Psychopath from Alto Hospicio; killed 14 women. Sentenced to life imprisonment in 2004.
Monster of Florence,Italy,1968.0,1985.0,14.0,16.0,"Unidentified killer who shot couples in lovers lanes and mutilated the women, taking their sexual organs and in the last two cases, also their left breast. 69-year-old farmer Pietro Pacciani was controversially convicted of 14 crimes in 1994 and sentenced to life in prison, but he was released following allegations that the scant evidence had been planted in an attempt to close the case, which was by then the largest and most mediatic in Italy's criminal history. Pacciani was scheduled for retrial in 1998 when he died after taking medication contraindicated to his heart problems. Pacciani's two alleged accomplices, Mario Vanni and Giancarlo Lotti, were sentenced to life and 30 years in prison, respectively. Some believe that none of the accused were guilty, and that Lotti incriminated himself and the other two because he was homeless and wanted to live in prison."
Joachim Kroll,West Germany,1955.0,1976.0,14.0,14.0,"Known as the ""Ruhr Cannibal"" and ""The Duisburg Man-Eater""; died from a heart attack in prison in 1991."
Arthur Shawcross,United States,1972.0,1989.0,14.0,14.0,"Committed arson and burglary, served two years of a five-year sentence. Within a year of his release, he raped and murdered two children in 1972. Under a plea bargain, he was sentenced to 25 years. Released after serving 14⁠1/2⁠ years, he began killing again a year later, targeting sex workers. Known as the ""Genesee River Killer"", ""Genesee River Strangler"", ""Rochester Strangler"", and ""Monster of the Rivers"", he strangled and battered his victims. Sentenced to life without parole. Died of cardiac arrest in 2008."
Naceur Damergi,Tunisia,1980.0,1988.0,14.0,14.0,Raped and killed minors in the Nabeul region; executed by hanging in 1990.
Muthukutty Chandran,India,1985.0,1986.0,14.0,14.0,"Committed 14 robbery-murders between 1985 and 1986 in Kerala, executed by hanging on 6 July 1991."
Marcelo Costa de Andrade,Brazil,1991.0,2000.0,14.0,14.0,Known as The Vampire of Niterói. Raped and killed 14 children in Rio de Janeiro and Niterói. Drank the blood of his victims. Found not guilty by reason of insanity.
Sergey Shipilov,Russia,1995.0,1999.0,14.0,14.0,"Known as the ""Velsk Chikatilo""; killed female hitchhikers in the town of Velsk, most of them while out on prison leave; sentenced to life imprisonment."
Dorángel Vargas,Venezuela,1997.0,1999.0,14.0,14.0,"Homeless cannibal known as ""The People Eater"" (El Comegente) and ""The Hannibal Lecter of the Andes"". Murdered a homeless man and was institutionalized. After escaping the institution, he went on to kill ten other men and was arrested. In 2016, he and several other inmates killed three others and Vargas fed their remains to them."
Hua Ruizhuo,China,1998.0,2001.0,14.0,14.0,Was responsible for the murders of 14 sex workers in Beijing's Chaoyang District.
Denis Pischikov,Russia,2002.0,2003.0,14.0,14.0,"Known at the ""Shivering Creature""; robbed and killed elderly people around the Moscow Oblast and Vladimir Oblast; sentenced to life imprisonment."
Abdufatto Zamanov,Russia,2002.0,2004.0,14.0,14.0,Killed people out of personal hostility; also raped two young girls; sentenced to life imprisonment.
Jeong Nam-gyu,South Korea,2004.0,2006.0,14.0,14.0,"Kidnapped, raped and murdered people; killed himself."
Amir Qayyum,Pakistan,2005.0,2014.0,14.0,14.0,"Known as ""The brick killer"". Killed 14 homeless men with rocks or bricks when they were asleep. Sentenced to death in May 2006."
Denis Kazungu,Rwanda,2023.0,2032.0,14.0,14.0,"Murdered 14 people at his home in Kigali, arrested and pleaded guilty in September 2023."
Jake Bird,United States,1930.0,1947.0,13.0,46.0,Sentenced to death for the murders of two people; confessed to 44 other murders; 11 were substantiated and he was suspected in the others. Executed by hanging in 1949.
Cleveland Torso Murderer,United States,1934.0,1938.0,13.0,40.0,"Unidentified serial killer, also known as ""The Mad Butcher of Kingsbury Run"", who targeted drifters and derelicts, of whom only two were identified, between 1934 and 1938 in Cleveland, Ohio."
Kaspars Petrovs,Latvia,2003.0,2012.0,13.0,38.0,"Confessed to strangling 38 elderly residents of Riga, Latvia, in 2003. Convicted and sentenced to life imprisonment for the robbery and murder of 13."
Peter Sutcliffe,United Kingdom,1975.0,1980.0,13.0,33.0,"Killed at least 13 women between 30 October 1975 and 17 November 1980. Most victims were killed by a combination of bludgeoning and stabbing, and all but two were killed in the county of Yorkshire. Owing to the modus operandi and location of the murders, Sutcliffe became known as the ""Yorkshire Ripper."" Sentenced to 20 concurrent life sentences. After three years he was sent to a secure psychiatric facility, where he served 25 years before being found ""fit to leave"" in 2009. Government officials and courts ruled in 2010 that he would never be released. In 2015, he was declared ""no longer mentally ill"", and transferred to a maximum security prison. After his 1981 conviction police investigated 60 unsolved murders and attempted murders across Britain they thought Sutcliffe could be responsible for, but were able to eliminate him from 40. He has since also been linked by several investigators to the murder of Carol Wilkinson, for which an innocent man spent many years in prison. Sutcliffe died in hospital on 13 November 2020 at age 74, after being diagnosed with COVID-19."
Fosaville Serial Killer,South Africa,1999.0,2003.0,13.0,26.0,"Kidnapped, bound, and strangled at least 13 women in Fosaville, South Africa. He may also be responsible for the ""Riverman"" murders."
William Suff,United States,1986.0,1992.0,13.0,23.0,"Previously served 10 years of a 70-year sentence for beating his baby daughter to death. Beginning two years after his release, this county store clerk raped, stabbed, strangled, and sometimes mutilated 12 or more sex workers in Riverside County, California. Known as the ""Riverside Prostitute Killer"" and the ""Lake Elsinore Killer."" Sentenced to death."
Richard Ramirez,United States,1984.0,1985.0,13.0,20.0,"Killed 13 people between 28 June 1984, and 24 August 1985, in Los Angeles. Known as the ""Night Stalker"". Ramirez was sentenced to death in 1989, and died of B-cell lymphoma in 2013 while still on death row."
Sleepy Hollow Killer,South Africa,1990.0,,13.0,16.0,"Raped and murdered women, mostly sex workers, around Pietermaritzburg and the Midlands of KwaZulu-Natal."
Francisco Antonio Laureana,Argentina,1974.0,1975.0,13.0,13.0,"Raped 15 women in San Isidro, killing 13 of them. Shot and killed during a firefight with police."
Joseph James DeAngelo,United States,1979.0,1986.0,13.0,13.0,"Known as the ""Golden State Killer"", ""Original Night Stalker"", and ""East Area Rapist"". A police officer who committed at least 13 murders, 50 rapes, and 120 burglaries across California in the 1970s and 1980s. He was identified and arrested in 2018 after DNA evidence confirmed it was him. In 2020, he pleaded guilty and was sentenced to life in prison without parole."
Tamara Samsonova,Russia,1995.0,2015.0,13.0,13.0,"Known as the ""Granny Ripper""; killed and allegedly cannibalized people in her apartment; committed to a psychiatric clinic."
Boston Strangler,United States,1962.0,1964.0,13.0,13.0,"Although Albert DeSalvo was widely thought to be the Boston Strangler, police and others analysing the case have long doubted the truth of his confession. Sentenced to life for a series of rapes, he was murdered in prison. DeSalvo's body was exhumed for DNA testing, and compared to a substance found on the exhumed body of the Boston Strangler's last victim. In 2001, it was declared not to match, but in 2013 officials announced that improvements in DNA extraction technology produced viable samples from the degraded evidence. DeSalvo's body was reexhumed and found to match."
Herbert Mullin,United States,1972.0,1973.0,13.0,13.0,"Despite detailed confessions, prosecutors decided not to try him for the first three crimes, instead focusing on crimes that conflicted with his insanity plea. Sentenced to imprisonment for life."
Vladimir Storozhenko,Soviet Union,1978.0,1981.0,13.0,13.0,"Known as the ""Smolensky Strangler""; tortured and murdered women for sexual pleasure; four other innocent men were initially convicted for his crimes; executed 1982."
Johannes Mashiane,South Africa,1982.0,1989.0,13.0,13.0,"Known as ""The Beast of Atteridgeville"", he was found guilty of 13 counts of murder and 12 counts of sodomy from 1982 to 1989. Killed himself by throwing himself under a bus while being pursued by police in 1989."
Vasiliy Kulik,Soviet Union,1984.0,1986.0,13.0,13.0,Known as the Irkutsk Monster; killed at least 13 victims from 1984 to 1986. Executed by firing squad in 1989.
Nikolai Dudin,"Soviet Union, Russia",1987.0,2002.0,13.0,13.0,"Known as the ""Grim Maniac""; killed his father in 1987, and after release, killed 12 more people while intoxicated; sentenced to life imprisonment."
Mukosi Freddy Mulaudzi,South Africa,1990.0,2006.0,13.0,13.0,"Known as ""The Limpopo Serial Killer""; escaped convict, originally responsible for two murders, who murdered 11 more after his prison escape; given 11 life sentences."
Duan Guocheng,China,1999.0,2001.0,13.0,13.0,"Nicknamed ""The Red-dress killer"" or ""The Red-dress slasher"" because his victims were lone women walking alone either wearing red-dresses or another type of red. He sparked panic among women in Central China, with public officials warning them to stop wearing red during the years which he was at large."
Nikolay Shubin,Russia,2004.0,2006.0,13.0,13.0,Paranoid schizophrenic who killed people who beat him in chess games; sentenced to compulsory treatment.
